Chrom	Start	End	Name
chr18	61265225	61290793	  Csf1r
chr17	66904591	66943962	  9130404H23Rik
chr18	56748001	56754433	  1700065I17Rik
chr18	38398058	38409852	  1700086O06Rik
chr17	47832155	47841235	  Frs3
chr17	87153203	87232750	  Epas1
chr19	6227766	6235840	  Ppp2r5b
chr19	42164924	42196708	  Pi4k2a
chr17	27716335	27760397	  Nudt3
chr19	59978786	60019557	  Rab11fip2
chr19	5730305	5731721	  Sssca1
chr17	80689551	80696816	  Morn2
chr18	35931212	35966826	  Ube2d2a
chr17	57374336	57387064	  Gpr108
chr17	11033249	12256227	  Park2
chr19	4784292	4793877	  Rbm4
chr19	34691540	34715233	  2010002M12Rik
chr19	60887472	60912135	  Fam45a
chr19	8847011	8848957	  Tmem179b
chr17	25981678	25998460	  Wdr90
chr18	37303622	37347311	  Pcdhac2
chr17	33376451	33392090	  Zfp955a
chr18	35931212	35966826	  Ube2d2a
chr18	65590650	65638446	  Malt1
chr19	12707797	12726227	  Glyat
chr18	25636120	25912484	  Celf4
chr19	47142237	47157969	  Taf5
chr19	40366529	40588226	  Sorbs1
chr19	29095321	29122392	  Ak3
chr17	35457502	35462044	  H2-Q1
chr19	46836098	46953070	  Cnnm2
chr17	35259896	35261760	  Gpank1
chr17	50648871	50827819	  Plcl2
chr17	33911844	33918520	  Angptl4
chr19	45868159	45890293	  Kcnip2
chr18	22851655	23197164	  Nol4
chr19	7500390	7557779	  Rtn3
chr18	34569076	34602443	  Pkd2l2
chr17	15636851	15654391	  Tbp
chr18	85020805	85049255	  Cyb5
chr17	24852783	24855002	  Rnf151
chr19	5465239	5468498	  Ctsw
chr19	21465796	21547151	  Gda
chr19	5068077	5070640	  Cd248
chr19	6226400	6227768	  Gpha2
chr17	34165210	34168635	  Slc39a7
chr18	33954545	33955643	  2410004N09Rik
chr19	36806220	36811094	  Ppp1r3c
chr18	54771397	54799524	  9330117O12
chr17	50872451	51318674	  Tbc1d5
chr17	23973751	23981123	  Prss41
chr17	57092912	57121549	  Acer1
chr19	10969720	10984049	  Prpf19
chr17	59135697	59164404	  4930505H01Rik
chr17	66686321	66799090	  1110012J17Rik
chr19	12540825	12576486	  Dtx4
chr17	35804683	35810627	  Gtf2h4
chr19	46131028	46147399	  Pprc1
chr17	27792626	27848051	  Pacsin1
chr19	24335942	24355076	  Fxn
chr17	56465472	56542296	  Kdm4b
chr18	37120093	37347311	  Pcdha5
chr17	49754496	50049172	  Kif6
chr17	48288845	48304207	  A530064D06Rik
chr18	38456288	38477503	  Rnf14
chr17	43752283	43767248	  Tdrd6
chr18	85116685	85120916	  1700034H14Rik
chr19	36453556	36530694	  Pcgf5
chr17	84105502	84214245	  Mta3
chr17	7931432	7997839	  Fndc1
chr17	79348744	79407845	  Prkd3
chr17	56240013	56249225	  Plin4
chr18	50139080	50252883	  Tnfaip8
chr18	35713063	35717970	  Snhg4
chr18	84836860	84855025	  Cndp2
chr19	60600598	60656926	  2700078E11Rik
chr19	34266759	34314818	  Stambpl1
chr18	32091160	32118273	  Lims2
chr17	33980035	33986719	  Cd320
chr17	7529008	7550209	  Tcp10a
chr18	34791336	34811390	  Cdc23
chr17	80247731	80295368	  Atl2
chr17	24833178	24837475	  Noxo1
chr19	7568927	7613099	  Atl3
chr17	28695158	28697659	  Clps
chr19	6062820	6067850	  Tm7sf2
chr17	15636851	15654391	  Tbp
chr19	11243907	11271213	  Ms4a13
chr19	45652746	45734683	  Fbxw4
chr18	78135205	78231766	  5430411K18Rik
chr19	6535853	6543070	  Slc22a12
chr19	60913179	60937333	  Sfxn4
chr19	8925274	8928399	  Lrrn4cl
chr17	45660382	45679628	  Tcte1
chr19	3454927	3575749	  Ppp6r3
chr17	33153808	33170326	  Zfp763
chr19	59335367	59370502	  Slc18a2
chr17	47522341	47529916	  Guca1b
chr17	38441465	38442404	  Olfr137
chr17	57388873	57403120	  Trip10
chr17	10595877	11033057	  Pacrg
chr19	44637343	44650764	  Hif1an
chr19	17400630	17447334	  Gcnt1
chr19	4270179	4283137	  Ankrd13d
chr17	48403660	48414724	  Treml4
chr19	12162099	12166337	  Olfr1426
chr19	38129531	38148915	  Cep55
chr17	48004081	48061581	  Foxp4
chr17	31433168	31487654	  Slc37a1
chr17	78599587	78775932	  Crim1
chr17	25098170	25152175	  Cramp1l
chr19	6985466	6996298	  Esrra
chr17	69765786	69768533	  C030034I22Rik
chr18	60823063	60831278	  G630071F17
chr19	46150352	46160020	  Nolc1
chr19	29441927	29462585	  Cd274
chr19	20479777	20497275	  1500015L24Rik
chr17	35561821	35565306	  H2-Q6
chr19	34658018	34663472	  Ifit3
chr18	20843099	20904905	  B4galt6
chr19	27836210	28057438	  Rfx3
chr17	37347857	37348796	  Olfr95
chr17	14802506	14831269	  Thbs2
chr19	5366812	5371511	  Eif1ad
chr17	34053120	34056270	  Zbtb22
chr19	20447923	20465161	  Anxa1
chr17	23892389	23908558	  Flywch1
chr18	62112728	62175373	  Sh3tc2
chr17	85357340	85416468	  Ppm1b
chr19	55144223	55173937	  Gpam
chr19	47654508	47719736	  Slk
chr18	12287358	12315876	  Riok3
chr18	37979199	38001527	  Pcdhgc5
chr19	45635104	45652777	  Dpcd
chr17	85357340	85416468	  Ppm1b
chr19	45079503	45080932	  Mrpl43
chr18	7868855	7929025	  Wac
chr17	57374336	57387064	  Gpr108
chr17	15636851	15654391	  Tbp
chr18	52775568	52799484	  Zfp474
chr17	37942013	37943135	  Olfr124
chr17	34734806	34737877	  Ager
chr17	46787286	46801313	  Cul7
chr19	5422810	5424916	  Drap1
chr18	11791784	11901716	  Rbbp8
chr17	64630354	64681223	  Pja2
chr19	47334663	47538901	  Sh3pxd2a
chr19	6241667	6262304	  Atg2a
chr19	4878667	4885397	  Zdhhc24
chr18	32687973	32719688	  Gypc
chr18	80802943	80904912	  Nfatc1
chr17	46811498	46817879	  Klhdc3
chr17	36997635	37004155	  Trim15
chr17	15658538	15664265	  Pdcd2
chr19	4195197	4201603	  Rad9
chr18	67017358	67020126	  Mc4r
chr17	57328914	57333609	  Tnfsf14
chr18	74655331	74690778	  1700120E14Rik
chr19	5502766	5503787	  1700020D05Rik
chr17	26642535	26645417	  Dusp1
chr18	36919892	36923362	  Wdr55
chr19	34197038	34240531	  Ankrd22
chr17	23819550	23820993	  Cldn9
chr17	17511295	17531863	  Riok2
chr19	5447697	5455938	  Fosl1
chr19	6134388	6141137	  Arl2
chr19	11902566	11903514	  Olfr1417
chr17	7159313	7165505	  Tagap1
chr17	25931515	25933990	  Metrn
chr17	79152245	79234721	  Heatr5b
chr17	69733317	69739884	  Zfp161
chr18	37821598	38001524	  Pcdhga1
chr17	25325344	25371387	  Unkl
chr17	46818085	46820054	  Mea1
chr19	40164168	40188445	  Cyp2c50
chr17	36131448	36175119	  A930015D03Rik
chr19	6306456	6325652	  Cdc42bpg
chr17	47767638	47821016	  Usp49
chr18	66216509	66451492	  Ccbe1
chr17	35259896	35261760	  Gpank1
chr17	47065239	47147481	  Ubr2
chr17	45704726	45710210	  Hsp90ab1
chr17	43778848	43803964	  Slc25a27
chr18	37979199	38001527	  Pcdhgc5
chr18	78296829	78338858	  Slc14a1
chr17	34404867	34406359	  LOC641240
chr18	57664075	57693406	  1700066O22Rik
chr19	6535853	6543070	  Slc22a12
chr18	80453044	80471885	  Pqlc1
chr17	29169604	29180317	  Srsf3
chr17	69506149	69639329	  Epb4.1l3
chr17	34750294	34752916	  Egfl8
chr19	47720830	47766532	  Col17a1
chr17	88390198	88464625	  Fbxo11
chr19	10932318	10944269	  Tmem132a
chr19	47334663	47538901	  Sh3pxd2a
chr17	34993318	34999459	  Cfb
chr17	23810574	23812491	  Hcfc1r1
chr19	8911956	8923173	  Bscl2
chr19	4825365	4839322	  Ccs
chr19	30638976	31738860	  Prkg1
chr19	44183126	44210366	  Cwf19l1
chr18	7347959	7626861	  Mpp7
chr18	16974915	16981292	  D830029L11
chr17	71193544	71200550	  Tgif1
chr17	29107829	29144882	  Stk38
chr19	5092870	5098418	  Cnih2
chr19	29175864	29218333	  Rcl1
chr17	32257837	32303797	  Notch3
chr17	29627989	29632421	  Pim1
chr17	12511718	12520116	  4732491K20Rik
chr17	21589397	21602555	  Zfp51
chr19	41103764	41134015	  Dntt
chr19	47940283	47960795	  Gsto2
chr17	25377114	25379744	  0610007P22Rik
chr19	36158205	36179263	  Rpp30
chr18	52805873	52823385	  1700034E13Rik
chr18	61959045	62071506	  Ablim3
chr19	36186454	36194334	  Ankrd1
chr19	25746900	25753481	  Dmrt2
chr19	6984187	6985518	  Trmt112
chr17	80025990	80028021	  LOC100502965
chr19	32059123	32177630	  Asah2
chr17	37932390	37933320	  Olfr123
chr19	56865452	56888173	  A630007B06Rik
chr18	3266351	3337587	  Crem
chr19	29395843	29399808	  Insl6
chr19	25311691	25508986	  Kank1
chr17	35792578	35804537	  Vars2
chr19	6903573	6915091	  Rps6ka4
chr17	85490039	85857920	  1700106N22Rik
chr17	86384004	86544515	  Srbd1
chr17	17664686	17761453	  Lnpep
chr19	29882597	29887464	  Ranbp6
chr17	25079414	25097568	  Hn1l
chr19	32670204	32741677	  Papss2
chr17	66272404	66300527	  Twsg1
chr18	7869194	7929025	  Wac
chr17	14802506	14831269	  Thbs2
chr18	70138784	70301244	  Rab27b
chr17	36047329	36053314	  Mrps18b
chr19	11015970	11023756	  Ccdc86
chr17	24340775	24346332	  Ntn3
chr17	57032033	57074811	  Mllt1
chr17	8118864	8127762	  Tagap
chr19	58870240	58935474	  Hspa12a
chr17	6942479	6987129	  Ezr
chr19	47303332	47333931	  Neurl1a
chr17	35068197	35074242	  Neu1
chr19	12372672	12373620	  Olfr1436
chr18	66618257	66625212	  Pmaip1
chr17	32333218	32421068	  Brd4
chr17	75404868	75792307	  Ltbp1
chr17	80637643	80689816	  Dhx57
chr17	34973963	34976131	  Dom3z
chr17	37147684	37160343	  Mog
chr17	25919769	25922278	  Haghl
chr18	20716616	20763027	  Dsg2
chr19	4192173	4195419	  Ppp1ca
chr17	35373540	35375712	  Atp6v1g2
chr18	80930879	81130797	  Atp9b
chr19	12502394	12506600	  Pfpl
chr17	26339906	26348269	  Rgs11
chr18	25294537	25327378	  5730494M16Rik
chr17	24830135	24833101	  Gfer
chr17	44914119	45256233	  Supt3h
chr17	57374336	57387064	  Gpr108
chr19	11849607	11893893	  Stx3
chr18	61856490	61867289	  Pcyox1l
chr17	24985840	24987247	  Fahd1
chr19	44468939	44482199	  Scd1
chr17	80526810	80584372	  Galm
chr17	24806696	24818961	  Zfp598
chr17	56125933	56136304	  Fsd1
chr17	24610828	24612414	  9930021D14Rik
chr17	36777369	36779589	  H2-M9
chr17	35208292	35211409	  Ly6g6d
chr17	5417322	5418767	  Ldhal6b
chr17	71693828	71824683	  Smchd1
chr19	5728086	5729666	  Fam89b
chr18	35097067	35114005	  Hspa9
chr18	70138784	70213023	  Rab27b
chr17	74738326	74790453	  Spast
chr17	3231270	3310969	  C530047H08Rik
chr18	12327238	12348483	  3110002H16Rik
chr18	37874487	38001527	  Pcdhga7
chr17	32550044	32557920	  Pglyrp2
chr18	13845521	14131242	  Zfp521
chr19	46697890	46731879	  D19Wsu162e
chr19	7049537	7051814	  Ppp1r14b
chr19	41624128	41634271	  Lcor
chr17	83750270	83879701	  Eml4
chr18	35368656	35374678	  Lrrtm2
chr17	22511753	22514248	  Zfp758
chr17	23961706	23966076	  Tceb2
chr19	27836210	28057438	  Rfx3
chr18	67647862	67712375	  Spire1
chr18	37800144	37803858	  Taf7
chr19	6119403	6128215	  Snx15
chr17	84589395	84865548	  Thada
chr19	45122065	45130873	  Sfxn3
chr19	46647854	46671391	  Sfxn2
chr17	51564533	51587594	  C330011F03
chr19	30105002	30168216	  Uhrf2
chr17	38218976	38219921	  Olfr131
chr17	33569843	33571213	  Actl9
chr19	10720183	10722543	  4930524O05Rik
chr17	35357119	35372760	  Nfkbil1
chr19	56109348	56115431	  D730002M21Rik
chr17	36974085	36996325	  Trim26
chr19	13073477	13074410	  Olfr1451
chr18	80604697	80666406	  Ctdp1
chr17	32527605	32540526	  Rasal3
chr19	12752655	12758341	  Olfr1443
chr18	61886043	61887908	  1500015A07Rik
chr19	44407815	44421233	  Scd4
chr19	4622550	4625617	  Rce1
chr19	8781371	8797859	  Slc3a2
chr17	9181197	9201184	  1700010I14Rik
chr17	46909583	46910356	  2310039H08Rik
chr17	34066838	34074632	  Rgl2
chr17	48226581	48227870	  1700067P10Rik
chr17	14526113	14535949	  4930474M22Rik
chr18	20594675	20630322	  Dsg4
chr19	54018795	54107768	  Shoc2
chr17	15943216	15963550	  Rgmb
chr17	46848411	46862490	  Pex6
chr17	84583263	84587287	  Zfp36l2
chr19	18745269	18779282	  2410127L17Rik
chr17	34162977	34165000	  H2-Ke6
chr17	32458368	32487522	  Akap8l
chr18	22851655	23200154	  Nol4
chr19	5878465	5885768	  Slc25a45
chr17	66197754	66235095	  Ralbp1
chr17	12934176	13008423	  Airn
chr17	71693828	71824683	  Smchd1
chr17	34248963	34258692	  Brd2
chr17	45528835	45570656	  Cdc5l
chr17	86006697	86017736	  Six3os1
chr18	32536870	32595394	  Bin1
chr17	34946036	34960399	  C4a
chr19	54119671	54123472	  Adra2a
chr18	37303622	37347311	  Pcdhac2
chr17	34976170	34987149	  Skiv2l
chr17	35307936	35310223	  Aif1
chr18	77303946	77394447	  Pias2
chr19	14522561	14672473	  Tle4
chr17	24776226	24787250	  Slc9a3r2
chr17	46440160	46464972	  Abcc10
chr18	6201002	6241522	  Kif5b
chr19	57107753	57290522	  Ablim1
chr17	24292799	24300700	  Amdhd2
chr17	48499240	48506471	  Treml1
chr19	7457492	7458051	  1700105P06Rik
chr19	56362427	56394579	  Habp2
chr18	77520696	77680996	  Loxhd1
chr17	88035318	88050467	  Epcam
chr17	23687765	23702261	  6330415G19Rik
chr19	5390046	5402460	  Tsga10ip
chr17	7109064	7152705	  Rsph3b
chr19	42149428	42160860	  Morn4
chr18	64659300	64676211	  Nars
chr19	3708332	3717881	  1810055G02Rik
chr19	42666768	42687296	  Loxl4
chr17	40430706	40456156	  Crisp1
chr17	34738043	34740506	  Rnf5
chr17	35958657	35959856	  Ier3
chr18	64500017	64558142	  Onecut2
chr17	28314362	28342831	  Zfp523
chr17	48558555	48572053	  Apobec2
chr19	6919112	6932701	  Ccdc88b
chr17	56315963	56323343	  D17Wsu104e
chr19	12372672	12373620	  Olfr1436
chr18	37633199	37635994	  Pcdhb15
chr17	83901256	83913673	  Cox7a2l
chr19	5740903	5758532	  Ltbp3
chr18	23910833	24052362	  Mapre2
chr19	10057192	10059582	  Fth1
chr19	45066625	45077885	  Sema4g
chr17	6106829	6240637	  Tulp4
chr18	37105860	37347311	  Pcdha3
chr18	78947116	79306130	  Setbp1
chr17	35576099	35580718	  H2-Q7
chr17	7159313	7165505	  Tagap1
chr19	56796861	56799352	  Adrb1
chr18	23912225	24052362	  Mapre2
chr18	10566509	10610350	  Esco1
chr18	6201002	6241522	  Kif5b
chr18	43367350	43477135	  Stk32a
chr19	3958807	3970438	  1700055N04Rik
chr17	32333218	32421068	  Brd4
chr17	79348744	79407845	  Prkd3
chr18	80802943	80904912	  Nfatc1
chr19	10969720	10984049	  Prpf19
chr17	13135907	13153591	  Acat2
chr17	12841739	12868704	  Slc22a1
chr17	46819939	46841951	  Ppp2r5d
chr17	85462816	85489607	  Prepl
chr17	56551848	56615903	  Ptprs
chr18	36904309	36917293	  Ik
chr17	35195979	35199044	  Ddah2
chr17	47531506	47537533	  Guca1a
chr17	24665195	24665689	  2610019E17Rik
chr18	34849556	34880041	  Gfra3
chr19	5425143	5427733	  AI837181
chr17	35035443	35050992	  Ehmt2
chr17	8428907	8450006	  Ccr6
chr17	36029621	36034323	  2310061I04Rik
chr19	41674746	41818346	  Slit1
chr19	8815913	8830132	  Stx5a
chr17	31091627	31147655	  Umodl1
chr19	39135495	39168438	  Cyp2c65
chr18	46624587	46625470	  Mospd4
chr17	56551848	56615903	  Ptprs
chr17	85462816	85489607	  Prepl
chr18	35020860	35024610	  Egr1
chr17	46308941	46339574	  Polh
chr17	33272534	33276628	  Morc2b
chr17	48455486	48465836	  B430306N03Rik
chr19	4962305	4966995	  Mrpl11
chr19	55920381	55923237	  Ppnr
chr19	13439119	13440046	  Olfr1467
chr17	48371902	48386091	  Trem1
chr19	22213606	23064372	  Trpm3
chr17	25019555	25023295	  Nubp2
chr19	17030607	17298422	  Prune2
chr18	9848099	9877993	  Colec12
chr19	8883564	8893784	  Ttc9c
chr17	24551619	24563252	  Rnps1
chr19	4035410	4037912	  Gstp1
chr17	25965987	25968788	  Jmjd8
chr19	58773406	58775813	  1810018F18Rik
chr18	37303622	37347311	  Pcdhac2
chr17	66843851	66869010	  Rab12
chr17	34807479	34856760	  Tnxb
chr17	57388873	57403120	  Trip10
chr19	57527395	57565495	  Trub1
chr18	24263261	24280320	  Ino80c
chr17	32333218	32421068	  Brd4
chr18	5046586	5119291	  Svil
chr18	38456288	38477503	  Rnf14
chr18	80604697	80666406	  Ctdp1
chr18	16747385	16967558	  Cdh2
chr17	75404868	75792307	  Ltbp1
chr17	31657059	31668271	  Ndufv3
chr18	12348202	12394895	  Npc1
chr17	24210646	24278561	  Pdpk1
chr17	46783196	46787081	  Mrpl2
chr17	57343395	57367559	  C3
chr17	5841379	5930711	  Snx9
chr17	24873586	24879723	  Sepx1
chr19	7131257	7272552	  Macrod1
chr18	80844173	80909810	  Nfatc1
chr19	12110297	12111230	  Olfr1423
chr17	47863790	47871427	  Pgc
chr17	46767579	46782093	  Klc4
chr19	43686814	43690382	  Nkx2-3
chr19	5740903	5758532	  Ltbp3
chr19	36992039	36994089	  Fgfbp3
chr18	60720439	60732383	  Rbm22
chr17	81772444	82137717	  Slc8a1
chr18	61204803	61244721	  Pdgfrb
chr18	4331324	4352951	  Map3k8
chr19	47108108	47125335	  Pcgf6
chr17	34335139	34338399	  Psmb8
chr18	25636120	25912484	  Celf4
chr19	10988785	10995091	  Zp1
chr19	9074149	9093685	  Ahnak
chr18	32975036	32979453	  Tslp
chr17	71965554	72008371	  Wdr43
chr19	44109432	44144176	  Erlin1
chr19	10743446	10752561	  Pga5
chr17	34442811	34453619	  H2-Eb1
chr19	13575035	13577782	  Olfr1477
chr17	84589395	84865548	  Thada
chr17	23310835	23330195	  Zfp40
chr17	36175353	36179647	  H2-T22
chr19	46077967	46080663	  Hps6
chr17	45797125	45823167	  Tmem63b
chr19	8845485	8846965	  Tmem223
chr19	7349885	7416334	  Mark2
chr17	86567124	87057259	  Prkce
chr17	74600039	74694203	  Memo1
chr19	6241667	6262304	  Atg2a
chr19	40164168	40188445	  Cyp2c50
chr19	43807743	43827490	  Cox15
chr19	45150628	45153779	  Kazald1
chr19	21346767	21361330	  Zfand5
chr19	4931854	4943092	  Peli3
chr19	45081047	45087252	  Peo1
chr18	12913820	13021222	  Osbpl1a
chr18	37979199	38001527	  Pcdhgc5
chr19	21852831	21932817	  Tmem2
chr19	5917555	5924816	  Cdc42ep2
chr18	37979199	38001527	  Pcdhgc5
chr18	24643462	24688705	  Rprd1a
chr17	47823593	47825335	  Tomm6
chr18	73798666	73863395	  Smad4
chr19	47654508	47719736	  Slk
chr19	45626764	45635033	  Poll
chr18	31948829	31956355	  Polr2d
chr17	56702364	56724006	  Safb2
chr17	34960937	34973848	  Stk19
chr18	34892650	34911187	  Cdc25c
chr18	5046586	5119291	  Svil
chr17	87507018	87536925	  Socs5
chr18	36894723	36902045	  Tmco6
chr17	15636851	15654391	  Tbp
chr19	3767420	3818303	  Suv420h1
chr18	31963710	32068641	  Wdr33
chr19	60939968	60950441	  Prdx3
chr18	12899863	12913651	  Cabyr
chr17	25034450	25073922	  Mapk8ip3
chr17	46569133	46575426	  Slc22a7
chr19	59017914	59045911	  Eno4
chr17	22591389	22593656	  Zfp946
chr19	52338812	52339966	  Ins1
chr17	35340109	35342296	  Lta
chr17	8627287	8635361	  T
chr17	13068899	13070708	  Mrgprh
chr18	13845521	14131242	  Zfp521
chr18	67935686	67959597	  4930549G23Rik
chr18	37797031	37798377	  Slc25a2
chr17	4995073	5347656	  Arid1b
chr17	32490994	32524762	  Wiz
chr18	76251210	76258125	  2900057B20Rik
chr17	80428826	80461674	  Hnrpll
chr19	34996847	35050221	  Kif20b
chr19	42007961	42018593	  Zdhhc16
chr17	85025838	85054908	  Dync2li1
chr17	87343448	87347227	  Atp6v1e2
chr18	36563332	36614149	  Pfdn1
chr17	35654060	35667960	  Cchcr1
chr17	29090160	29104882	  Kctd20
chr19	58311181	58528956	  Gfra1
chr18	36823713	36825978	  Eif4ebp3
chr18	89037271	89063599	  Socs6
chr17	57032033	57074811	  Mllt1
chr19	40670935	40686705	  Tctn3
chr18	37152120	37347311	  Pcdha8
chr17	24645794	24664883	  Traf7
chr17	33959980	33961443	  Rps28
chr19	53674885	53720321	  Smc3
chr19	46404301	46413150	  Cuedc2
chr18	60934249	60938200	  Rps14
chr18	39570198	39646899	  Nr3c1
chr17	36421225	36423366	  H2-M10.2
chr19	7052228	7054930	  Fkbp2
chr17	64630354	64681223	  Pja2
chr17	80428826	80461674	  Hnrpll
chr18	38426745	38444055	  Pcdh12
chr17	15080188	15082944	  1600012H06Rik
chr19	40670935	40686705	  Tctn3
chr17	17539649	17596351	  Lix1
chr17	36175353	36179637	  H2-T9
chr17	89140888	89191316	  Lhcgr
chr18	34602004	34666477	  Fam13b
chr17	25975782	25981796	  Rhot2
chr19	25311691	25508986	  Kank1
chr18	82723854	82755029	  Mbp
chr17	56812647	56851192	  Ranbp3
chr19	55816299	56008145	  Tcf7l2
chr19	53217245	53321889	  Add3
chr18	80844173	80904912	  Nfatc1
chr19	5024005	5031972	  Slc29a2
chr17	46818085	46820054	  Mea1
chr17	15636851	15654391	  Tbp
chr17	15636851	15654391	  Tbp
chr19	21727798	21760127	  Fam108b
chr18	74442753	74519638	  Ccdc11
chr17	89384291	89600015	  Fshr
chr17	24822036	24826894	  Syngr3
chr19	8692485	8702789	  Slc22a6
chr17	37542421	37543454	  Olfr107
chr17	26260447	26263558	  Mrpl28
chr17	21232133	21337442	  Gm7736
chr18	9848099	9877993	  Colec12
chr17	35649679	35653769	  Tcf19
chr17	15504317	15512787	  Dll1
chr19	46378074	46380119	  4833438C02Rik
chr19	40227850	40261776	  Cyp2c70
chr17	47047433	47061875	  Prph2
chr17	25910720	25920277	  Narfl
chr18	7869194	7929025	  Wac
chr19	32832066	32900650	  Pten
chr18	44493727	44515376	  Myot
chr18	78296829	78320165	  Slc14a1
chr18	78947116	79306130	  Setbp1
chr19	13855037	13856104	  Olfr1496
chr17	85427686	85463583	  Slc3a1
chr17	81425666	81464425	  Thumpd2
chr19	6047144	6053718	  Syvn1
chr19	6053629	6057751	  Mrpl49
chr17	46520714	46557869	  Zfp318
chr17	10649081	10666989	  A230009B12Rik
chr17	34946036	34960399	  C4a
chr18	85116685	85120916	  1700034H14Rik
chr18	61847588	61852191	  Il17b
chr18	31597461	31607069	  Syt4
chr17	71343132	71351873	  Myl12a
chr19	10624955	10630728	  Tmem216
chr19	39361574	39405203	  Cyp2c29
chr19	29788891	29880499	  9930021J03Rik
chr18	31919477	31943737	  Ammecr1l
chr18	6765202	6790229	  Rab18
chr17	11033249	12256227	  Park2
chr19	40296728	40346106	  Pdlim1
chr19	10116037	10134161	  Fads3
chr18	33361074	33373470	  Stard4
chr17	13547437	13570089	  Tcp10c
chr17	17539649	17596351	  Lix1
chr19	30105002	30168216	  Uhrf2
chr19	57107753	57193499	  Ablim1
chr17	46767579	46782093	  Klc4
chr17	27070071	27074835	  Phf1
chr17	57328914	57333609	  Tnfsf14
chr19	46431369	46449744	  Tmem180
chr17	25377114	25379744	  0610007P22Rik
chr17	35250888	35252345	  Ly6g5b
chr17	25236513	25252912	  Telo2
chr17	38345191	38346130	  Olfr135
chr17	21148638	21165821	  Zfp160
chr19	5024005	5031972	  Slc29a2
chr18	15547902	15562193	  Aqp4
chr18	38004477	38095065	  Diap1
chr19	12993852	12994797	  Olfr1448
chr17	29033339	29052269	  4930539E08Rik
chr17	28488463	28502088	  Tulp1
chr17	34807479	34856760	  Tnxb
chr18	35816342	35821840	  Spata24
chr17	24686894	24733459	  Pkd1
chr17	33980035	33986719	  Cd320
chr17	88071896	88123053	  Msh2
chr18	34892650	34911187	  Cdc25c
chr19	37973525	38118067	  Myof
chr17	46247952	46265857	  Mrps18a
chr19	4007504	4012725	  Ndufv1
chr19	45868159	45890293	  Kcnip2
chr19	53453703	53465063	  Smndc1
chr18	36830812	36839020	  Apbb3
chr17	37971855	37972973	  Olfr125
chr17	22474955	22498367	  Zfp944
chr19	4231898	4233634	  Pold4
chr18	68092910	68415203	  D18Ertd653e
chr19	56948905	56986568	  Vwa2
chr17	29090160	29104882	  Kctd20
chr19	7067508	7070527	  Nudt22
chr19	30105002	30168216	  Uhrf2
chr17	53538213	53602646	  Efhb
chr17	36192760	36195299	  Gm11127
chr17	29686746	29743753	  Tbc1d22b
chr17	31784026	31795699	  U2af1
chr17	29840276	29853962	  1110021J02Rik
chr19	10319754	10379367	  Dagla
chr18	32322742	32396405	  Map3k2
chr18	24867945	25292002	  Fhod3
chr17	28203691	28217529	  Tcp11
chr19	44081280	44103737	  Cyp2c44
chr19	8883564	8893784	  Ttc9c
chr19	46471407	46561150	  Sufu
chr18	31597461	31607069	  Syt4
chr17	13714321	13721300	  Smok4a
chr19	10599733	10622225	  Cpsf7
chr18	44493727	44515376	  Myot
chr18	37127409	37347311	  Pcdha6
chr17	74738326	74790453	  Spast
chr19	60274488	60302600	  D19Ertd737e
chr17	34248963	34256845	  Brd2
chr17	15636851	15654391	  Tbp
chr19	24748497	24754151	  E030010A14Rik
chr19	53535104	53536627	  LOC100503558
chr19	44222126	44266932	  Pkd2l1
chr17	26088416	26100555	  D630044L22Rik
chr19	28336937	28754567	  Glis3
chr17	27280915	27304709	  Ip6k3
chr18	24363844	24445317	  Galnt1
chr17	66316840	66426386	  Ankrd12
chr17	23798730	23805588	  Ccdc64b
chr17	24175209	24182916	  Prss27
chr17	35378690	35390652	  Ddx39b
chr18	37571327	37574168	  Pcdhb10
chr17	56301913	56313378	  Tnfaip8l1
chr19	32197216	32285503	  Sgms1
chr19	42272460	42276742	  Sfrp5
chr17	13200704	13210985	  Sod2
chr17	71906366	71948101	  Trmt61b
chr17	69788665	69838573	  A330050F15Rik
chr18	38998326	39078353	  Fgf1
chr18	67801252	67813816	  Psmg2
chr17	23878165	23882796	  Kremen2
chr18	24148134	24163872	  Zfp35
chr19	4154645	4156710	  Ptprcap
chr17	36597108	36599274	  H2-M10.4
chr18	37979199	38001527	  Pcdhgc5
chr18	61155033	61173853	  Slc6a7
chr18	75590858	75857350	  Ctif
chr17	53618558	53647003	  Rab5a
chr17	13116824	13133262	  Acat3
chr19	4711222	4752352	  Spnb3
chr18	75160130	75163035	  Rpl17
chr17	17539649	17596351	  Lix1
chr17	28369698	28438414	  Ppard
chr19	41997469	42007804	  Exosc1
chr19	7492114	7500394	  2700081O15Rik
chr18	10566509	10610350	  Esco1
chr19	43749667	43751660	  BC037704
chr19	18824472	18967001	  Trpm6
chr17	31194638	31254929	  Abcg1
chr18	20716616	20763027	  Dsg2
chr19	16207320	16461943	  Gnaq
chr17	8118864	8127762	  Tagap
chr19	21671802	21727281	  1110059E24Rik
chr17	17224205	17226595	  Zfp960
chr17	33879428	33897431	  Rab11b
chr17	5492599	5753891	  Zdhhc14
chr18	85116685	85120916	  1700034H14Rik
chr17	13679886	13741299	  2700054A10Rik
chr17	59140823	59152745	  Nudt12
chr18	5046586	5119291	  Svil
chr19	5088537	5092879	  Yif1a
chr19	8781371	8788387	  Slc3a2
