Chrom	Start	End	Group
chr19	6275114	6275305	chr17
chr19	6275397	6275741	chr17
chr19	6277422	6278553	chr17
chr19	6279009	6280362	chr17
chr19	6305179	6306200	chr17
chr19	6306363	6307321	chr17
chr19	6307326	6307402	chr17
chr19	6309667	6309976	chr17
chr19	6312109	6312854	chr17
chr19	6324972	6325193	chr17
chr19	6333016	6333811	chr17
chr19	6361436	6362552	chr17
chr19	6364399	6364682	chr17
chr19	6366222	6366373	chr17
chr19	6368307	6368943	chr17
chr19	6372757	6374596	chr17
chr19	6374769	6376528	chr17
chr19	6380206	6381866	chr17
chr19	6381951	6382346	chr17
chr19	6383278	6383499	chr17
chr19	6387384	6387623	chr17
chr19	6389350	6389769	chr17
chr19	6391625	6392060	chr17
chr19	6392829	6394034	chr17
chr19	6396320	6396592	chr17
chr19	6400078	6400361	chr17
chr19	6411633	6412173	chr17
chr19	6412262	6412463	chr17
chr19	6412698	6415941	chr17
chr19	6416145	6416885	chr17
chr19	6416990	6417149	chr17
chr19	6417326	6418297	chr17
chr19	6418477	6419518	chr17
chr19	6420067	6420535	chr17
chr19	6420764	6420872	chr17
chr19	6421272	6421366	chr17
chr19	6421599	6421891	chr17
chr19	6422091	6422159	chr17
chr19	6422161	6422485	chr17
chr19	6422874	6422995	chr17
chr19	6423484	6424060	chr17
chr19	6424237	6426634	chr17
chr19	6426967	6427263	chr17
chr19	6427303	6427547	chr17
chr19	6429474	6430201	chr17
chr19	6431911	6432212	chr17
chr19	6432313	6432506	chr17
chr19	6433157	6433636	chr17
chr19	6440051	6442398	chr17
chr19	6443956	6444530	chr17
chr19	6444650	6444834	chr17
chr19	6444970	6445289	chr17
chr19	6452136	6452586	chr17
chr19	6453735	6454797	chr17
chr19	6454940	6454973	chr17
chr19	6456046	6456909	chr17
chr19	6457001	6457465	chr17
chr19	6457483	6457602	chr17
chr19	6457784	6457876	chr17
chr19	6457955	6458612	chr17
chr19	6458698	6460965	chr17
chr19	6461975	6462490	chr17
chr19	6463821	6465327	chr17
chr19	6465516	6465693	chr17
chr19	6465927	6466045	chr17
chr19	6466055	6468713	chr17
chr19	6468714	6469009	chr17
chr19	6469588	6469643	chr17
chr19	6470235	6470476	chr17
chr19	6471261	6471654	chr17
chr19	6472773	6473122	chr17
chr19	6475211	6475993	chr17
chr19	6476012	6476117	chr17
chr19	6476590	6476683	chr17
chr19	6476729	6477534	chr17
chr19	6478693	6478867	chr17
chr19	6478922	6479220	chr17
chr19	6479483	6480274	chr17
chr19	6481011	6481985	chr17
chr19	6494147	6496362	chr17
chr19	6501276	6501664	chr17
chr19	6501698	6502896	chr17
chr19	6509372	6509801	chr17
chr19	6522252	6522530	chr17
chr19	6528922	6529293	chr17
chr19	6529356	6529790	chr17
chr19	6531063	6531694	chr17
chr19	6534044	6535284	chr17
chr19	6538717	6538830	chr2
chr19	6539082	6539326	chr2
chr19	6547283	6547405	chr3
chr19	6549655	6549794	chr4
chr19	6550131	6550543	chr4
chr19	6552356	6552447	chr4
chr19	6553776	6553880	chr4
chr19	6553881	6553943	chr4
chr19	6554261	6554415	chr4
chr19	6554416	6554489	chr4
chr19	6554929	6555034	chr17
chr19	6559270	6559683	chr12
chr19	6560039	6560235	chr12
chr19	6560869	6560900	chr12
chr19	6560901	6561064	chr3
chr19	6561957	6562226	chr3
chr19	6562563	6562746	chr3
chr19	6563446	6564038	chr3
chr19	6585968	6586506	chr17
chr19	6589953	6591495	chr17
chr19	6593274	6594126	chr11
chr19	6616853	6617230	chr7
chr19	6654522	6654744	chr17
chr19	6654889	6655211	chr17
chr19	6664171	6664413	chr17
chr19	6664923	6665391	chr17
chr19	6666915	6667602	chr17
chr19	6669834	6670351	chr17
chr19	6677739	6677785	chr17
chr19	6677828	6678665	chr17
chr19	6678980	6680494	chr17
chr19	6681764	6682394	chr17
chr19	6684373	6684869	chr17
chr19	6684870	6685982	chr17
chr19	6686020	6686345	chr17
chr19	6686451	6687376	chr17
chr19	6690544	6691058	chr17
chr19	6692723	6694665	chr17
chr19	6696301	6696747	chr17
chr19	6697195	6697602	chr17
chr19	6697641	6697932	chr17
chr19	6702106	6702467	chr17
chr19	6702468	6702586	chr17
chr19	6706318	6706959	chr17
chr19	6706960	6707625	chr17
chr19	6707652	6707962	chr17
chr19	6709627	6710344	chr17
chr19	6710434	6711260	chr17
chr19	6711971	6712186	chr5
chr19	6712191	6712670	chr17
chr19	6713123	6713639	chr17
chr19	6713985	6714583	chr17
chr19	6718069	6718525	chr17
chr19	6718527	6718596	chrX
chr19	6718597	6719656	chr17
chr19	6719907	6719990	chr17
chr19	6720299	6720999	chr17
chr19	6721192	6721477	chr17
chr19	6722908	6723480	chr17
chr19	6724540	6724843	chr17
chr19	6730140	6733452	chr17
chr19	6733563	6734097	chr17
chr19	6734160	6734513	chr17
chr19	6735611	6736046	chr17
chr19	6736426	6738477	chr17
chr19	6738616	6741434	chr17
chr19	6742938	6743418	chr17
chr19	6743419	6743949	chr17
chr19	6744131	6745652	chr17
chr19	6745746	6746588	chr17
chr19	6746811	6746942	chr2
chr19	6747970	6748365	chr17
chr19	6749884	6750449	chr17
chr19	6750463	6750638	chr17
chr19	6751029	6751521	chr17
chr19	6752555	6753909	chr17
chr19	6754047	6754516	chr17
chr19	6754611	6754738	chr2
chr19	6755010	6755382	chr17
chr19	6760632	6761010	chr17
chr19	6763424	6763894	chr17
chr19	6766059	6766836	chr17
chr19	6766842	6767647	chr17
chr19	6771992	6773968	chr17
chr19	6775166	6776260	chr17
chr19	6776593	6776791	chr17
chr19	6776939	6777771	chr17
chr19	6801311	6802047	chr17
chr19	6802359	6802656	chr17
chr19	6806925	6807047	chr17
chr19	6820672	6820880	chr17
chr19	6820954	6821109	chr17
chr19	6821461	6822549	chr17
chr19	6824961	6825192	chr17
chr19	6825255	6825747	chr17
chr19	6826417	6826804	chr17
chr19	6827785	6828191	chr17
chr19	6828227	6829158	chr17
chr19	6829267	6829958	chr17
chr19	6831906	6832217	chr17
chr19	6832470	6833351	chr17
chr19	6833462	6833997	chr17
chr19	6836182	6836752	chr17
chr19	6836753	6837523	chr17
chr19	6842967	6843453	chr17
chr19	6847850	6848147	chr17
chr19	6850493	6850928	chr17
chr19	6852787	6853151	chr17
chr19	6853864	6854420	chr17
chr19	6854938	6856011	chr17
chr19	6856774	6857441	chr17
chr19	6861825	6861863	chr17
chr19	6862762	6862956	chr17
chr19	6887123	6887300	chr17
chr19	6887301	6888019	chr17
chr19	6896314	6896554	chr17
chr19	6896883	6897591	chr17
chr19	6898280	6898699	chr17
chr19	6901849	6902155	chr17
chr19	6903784	6904377	chr17
chr19	6906277	6906559	chr17
chr19	6913613	6914169	chr17
chr19	6916175	6916378	chr17
chr19	6919443	6919818	chr17
chr19	6921507	6922103	chr17
chr19	6923841	6925003	chr17
chr19	6926267	6926658	chr17
chr19	6926798	6926859	chr17
chr19	6927167	6927342	chr17
chr19	6927828	6927960	chr17
chr19	6928035	6928220	chr17
chr19	6933236	6933402	chr17
chr19	6934934	6935120	chr17
chr19	6937184	6937427	chr17
chr19	6937496	6937690	chr17
chr19	6939876	6940445	chr17
chr19	6940461	6940562	chr17
chr19	6944034	6944214	chrX
chr19	6954295	6955446	chr17
chr19	6956070	6957278	chr17
chr19	6960227	6960637	chr17
chr19	6960832	6961750	chr17
chr19	6962837	6962897	chr17
chr19	6963208	6963493	chr17
chr19	6963534	6964161	chr17
chr19	6970078	6970152	chr17
chr19	6971018	6971384	chr17
chr19	6972226	6972427	chr17
chr19	6974486	6974692	chr17
chr19	6977030	6977406	chr17
chr19	6980918	6981885	chr17
chr19	6984136	6984948	chr17
chr19	6986283	6986728	chr17
chr19	6988437	6988900	chr17
chr19	6995078	6995713	chr5
chr19	6997597	6998060	chr17
chr19	7005473	7006091	chr14
chr19	7007658	7008138	chr8
chr19	7009827	7010268	chr8
chr19	7011833	7012644	chr14
chr19	7019166	7019773	chr9
chr19	7021201	7021529	chr9
chr19	7030475	7030820	chr9
chr19	7032293	7032877	chr9
chr19	7037878	7038462	chr9
chr19	7039936	7040281	chr9
chr19	7050998	7051605	chr9
chr19	7056339	7056923	chr9
chr19	7058397	7058742	chr9
chr19	7063314	7063603	chr5
chr19	7064811	7064976	chr5
chr19	7072859	7073088	chr5
chr19	7074572	7074970	chr19
chr19	7074975	7076690	chr9
chr19	7076917	7077435	chr7
chr19	7081031	7081463	chr9
chr19	7081786	7082121	chr9
chr19	7082456	7084362	chr9
chr19	7084518	7084667	chr13
chr19	7084790	7084835	chr9
chr19	7084853	7084994	chr9
chr19	7087553	7087621	chr9
chr19	7087763	7088376	chr9
chr19	7090090	7090258	chr9
chr19	7112172	7116067	chr8
chr19	7116144	7117595	chr8
chr19	7119156	7119632	chr8
chr19	7120451	7120945	chr8
chr19	7122606	7123147	chr8
chr19	7124751	7124925	chr8
chr19	7124926	7125021	chr9
chr19	7125022	7125840	chr8
chr19	7126344	7126709	chr8
chr19	7128555	7128990	chr8
chr19	7132083	7132470	chr8
chr19	7134214	7134428	chr8
chr19	7134691	7135276	chr8
chr19	7141658	7141962	chr8
chr19	7142613	7143489	chr8
chr19	7147613	7147849	chr8
chr19	7149233	7149315	chr8
chr19	7149979	7150604	chr8
chr19	7152573	7153120	chr8
chr19	7159517	7159981	chr8
chr19	7162883	7162921	chr8
chr19	7162929	7163265	chr8
chr19	7166083	7166461	chr8
chr19	7167950	7168200	chr8
chr19	7170517	7170812	chr8
chr19	7171048	7171215	chr8
chr19	7171354	7171493	chr8
chr19	7172219	7172481	chr8
chr19	7174512	7174757	chr8
chr19	7182772	7183264	chr8
chr19	7183314	7183570	chr8
chr19	7184291	7185100	chr8
chr19	7189050	7189369	chr8
chr19	7194811	7195012	chr8
chr19	7196237	7197233	chr8
chr19	7197803	7198758	chr8
chr19	7199973	7200130	chr8
chr19	7200227	7200556	chr8
chr19	7202844	7203077	chr8
chr19	7203611	7203843	chr8
chr19	7206784	7207124	chr8
chr19	7207974	7208590	chr8
chr19	7211363	7212209	chr8
chr19	7214003	7214103	chr8
chr19	7226871	7227179	chr8
chr19	7227837	7227882	chr8
chr19	7228001	7228091	chr8
chr19	7228294	7228768	chr8
chr19	7230242	7230447	chr8
chr19	7230701	7231201	chr8
chr19	7237946	7238337	chr8
chr19	7242747	7242857	chr8
chr19	7242865	7243211	chr8
chr19	7247190	7247503	chr8
chr19	7254613	7254975	chr8
chr19	7264731	7264836	chr8
chr19	7264927	7265207	chr8
chr19	7266839	7267122	chr8
chr19	7267301	7267934	chr8
chr19	7267961	7268546	chr8
chr19	7268946	7269435	chr8
chr19	7269436	7269680	chr8
chr19	7272927	7273427	chr8
chr19	7275893	7276159	chr8
chr19	7289127	7289393	chr8
chr19	7291056	7291251	chr8
chr19	7291520	7291747	chr8
chr19	7292406	7292685	chr8
chr19	7292938	7294587	chr8
chr19	7312850	7313106	chr8
chr19	7348551	7349287	chr8
chr19	7349376	7349728	chr8
chr19	7349753	7350504	chr8
chr19	7350518	7350730	chr8
chr19	7354517	7354571	chr8
chr19	7355224	7356111	chr8
chr19	7356694	7357668	chr8
chr19	7357669	7358604	chr8
chr19	7362240	7363020	chr8
chr19	7364670	7364901	chr8
chr19	7368069	7368192	chr8
chr19	7368213	7368935	chr8
chr19	7372689	7373163	chr8
chr19	7375280	7376048	chr8
chr19	7376100	7377009	chr8
chr19	7378386	7378599	chr8
chr19	7379101	7379390	chr8
chr19	7380726	7381005	chr8
chr19	7382605	7383598	chr8
chr19	7383797	7384129	chr8
chr19	7398724	7399423	chr8
chr19	7402598	7402902	chr8
chr19	7406543	7406771	chr8
chr19	7407085	7407137	chr8
chr19	7407473	7407737	chr8
chr19	7418996	7420053	chr7
chr19	7421980	7422657	chr8
chr19	7425037	7425820	chr8
chr19	7426517	7426627	chr8
chr19	7428537	7428592	chr8
chr19	7431977	7432366	chr8
chr19	7434611	7434909	chr8
chr19	7436576	7437262	chr8
chr19	7439506	7440539	chr8
chr19	7440652	7440989	chr8
chr19	7441609	7442119	chr8
chr19	7442164	7442428	chr8
chr19	7442539	7442740	chr8
chr19	7444072	7444507	chr8
chr19	7446958	7447175	chr8
chr19	7451131	7451395	chr8
chr19	7452889	7453851	chr8
chr19	7456081	7456412	chr8
chr19	7458420	7458791	chr8
chr19	7459888	7460060	chr8
chr19	7461811	7462435	chr8
chr19	7463543	7463613	chr8
chr19	7463755	7464180	chr8
chr19	7464456	7465304	chr8
chr19	7466909	7467691	chr8
chr19	7467935	7468432	chr8
chr19	7468646	7470516	chr8
chr19	7470612	7472510	chr8
chr19	7476709	7477498	chr8
chr19	7478311	7478415	chr8
chr19	7481972	7482489	chr8
chr19	7484964	7485025	chr8
chr19	7485806	7486137	chr8
chr19	7486484	7487106	chr8
chr19	7487180	7487475	chr8
chr19	7488872	7489122	chr8
chr19	7489130	7489317	chr8
chr19	7490696	7490816	chr8
chr19	7497366	7497706	chr8
chr19	7500776	7501422	chr8
chr19	7503951	7504427	chr8
chr19	7504761	7504887	chr8
chr19	7505322	7506505	chr8
chr19	7506576	7507194	chr8
chr19	7508099	7508439	chr8
chr19	7515802	7517064	chr8
chr19	7517338	7517447	chr8
chr19	7517721	7517875	chr8
chr19	7517921	7518336	chr8
chr19	7519152	7521211	chr8
chr19	7521532	7521634	chr8
chr19	7521797	7523261	chr8
chr19	7523769	7523868	chr8
chr19	7524392	7524706	chr8
chr19	7524893	7525250	chr8
chr19	7526306	7526667	chr8
chr19	7526668	7526715	chr11
chr19	7526716	7526982	chr8
chr19	7527099	7527344	chr8
chr19	7527419	7528455	chr8
chr19	7528456	7529309	chr8
chr19	7529310	7529715	chr8
chr19	7529907	7529927	chr8
chr19	7529995	7530655	chr8
chr19	7532808	7536646	chr8
chr19	7537419	7537605	chr8
chr19	7538008	7538146	chr8
chr19	7538488	7538757	chr8
chr19	7539830	7539876	chr8
chr19	7539905	7540392	chr8
chr19	7540546	7541766	chr8
chr19	7541861	7542363	chr8
chr19	7542522	7543246	chr8
chr19	7543247	7543470	chr8
chr19	7545326	7545628	chr8
chr19	7549795	7550840	chr8
chr19	7550897	7551631	chr8
chr19	7553110	7553442	chr8
chr19	7553582	7553735	chr8
chr19	7553759	7554421	chr8
chr19	7554422	7555854	chr8
chr19	7556401	7557611	chr8
chr19	7557752	7558167	chr8
chr19	7558687	7559164	chr8
chr19	7559272	7559542	chr8
chr19	7560203	7560911	chr8
chr19	7560912	7561374	chr8
chr19	7561463	7561852	chr8
chr19	7580951	7581246	chr8
chr19	7589686	7591176	chr8
chr19	7594297	7594510	chr8
chr19	7594820	7594897	chr8
chr19	7595580	7597100	chr8
chr19	7597101	7597387	chr8
chr19	7597427	7598003	chr8
chr19	7598064	7598589	chr8
chr19	7602435	7602965	chr8
chr19	7602966	7603101	chr8
chr19	7605049	7607011	chr8
chr19	7607167	7608319	chr8
chr19	7610333	7611268	chr8
chr19	7611368	7613972	chr8
chr19	7614623	7615889	chr8
chr19	7616057	7616113	chr8
chr19	7616464	7616923	chr8
chr19	7617124	7620111	chr8
chr19	7620163	7622066	chr8
chr19	7622281	7623315	chr8
chr19	7623445	7624679	chr8
chr19	7625745	7626427	chr8
chr19	7626662	7626751	chr8
chr19	7627086	7627588	chr8
chr19	7627685	7628420	chr8
chr19	7628619	7628767	chr8
chr19	7629086	7630305	chr8
chr19	7630318	7631877	chr8
chr19	7632106	7632235	chr8
chr19	7632303	7633989	chr8
chr19	7634092	7634348	chr8
chr19	7636985	7637883	chr8
chr19	7638685	7639346	chr8
chr19	7639543	7640137	chr8
chr19	7640621	7641884	chr8
chr19	7641947	7643272	chr8
chr19	7643692	7644093	chr3
chr19	7644094	7644763	chr8
chr19	7645177	7645726	chr8
chr19	7645776	7645897	chr8
chr19	7645898	7646799	chr8
chr19	7647014	7648044	chr8
chr19	7648668	7648818	chr8
chr19	7652120	7652355	chr8
chr19	7655824	7655976	chr8
chr19	7657453	7657739	chr8
chr19	7665364	7665510	chr4
chr19	7665515	7665677	chr13
chr19	7666168	7666272	chr9
chr19	7668792	7669636	chr8
chr19	7669673	7670353	chr8
chr19	7670376	7670498	chr8
chr19	7671003	7671098	chr8
chr19	7676509	7676610	chr8
chr19	7676850	7677866	chr8
chr19	7678060	7678719	chr8
chr19	7678845	7679887	chr8
chr19	7679998	7680095	chr8
chr19	7680719	7681835	chr8
chr19	7681982	7682936	chr8
chr19	7688389	7688870	chr8
chr19	7688999	7689585	chr8
chr19	7689697	7691162	chr8
chr19	7694525	7694803	chr8
chr19	7696820	7697096	chr8
chr19	7697097	7697631	chr8
chr19	7697640	7697990	chr8
chr19	7698244	7700152	chr8
chr19	7701169	7702379	chr8
chr19	7728960	7729691	chr8
chr19	7729740	7730595	chr8
chr19	7730613	7731384	chr8
chr19	7731653	7731836	chr8
chr19	7731980	7732328	chr8
chr19	7734450	7734576	chr8
chr19	7740450	7741177	chr11
chr19	7741516	7741607	chr11
chr19	7741609	7742067	chr11
chr19	7742068	7742158	chrX
chr19	7742604	7743336	chr8
chr19	7743337	7743389	chr8
chr19	7743458	7743770	chr8
chr19	7743771	7743820	chr8
chr19	7743849	7744717	chr8
chr19	7744805	7745382	chr8
chr19	7745391	7745579	chr8
chr19	7745873	7745980	chr8
chr19	7746069	7746164	chr8
chr19	7746165	7746540	chr8
chr19	7747114	7747816	chr8
chr19	7747817	7748223	chr8
chr19	7750471	7750659	chr5
chr19	7750660	7751249	chr6
chr19	7751250	7751322	chr12
chr19	7762525	7763866	chr8
chr19	7763867	7764038	chr8
chr19	7764950	7765544	chr8
chr19	7765554	7765666	chr8
chr19	7765821	7766149	chr8
chr19	7766150	7767102	chr8
chr19	7767103	7767344	chr8
chr19	7767345	7767929	chr8
chr19	7768575	7769123	chr8
chr19	7769124	7769309	chr8
chr19	7769310	7769480	chr8
chr19	7787403	7787676	chr8
chr19	7787828	7787986	chr8
chr19	7788254	7789048	chr8
chr19	7789106	7789964	chr8
chr19	7790275	7791023	chr8
chr19	7813593	7813810	chr4
chr19	7813811	7813838	chr4
chr19	7814153	7814275	chr4
chr19	7814276	7814429	chr4
chr19	7827511	7827634	chr9
chr19	7828549	7828696	chr8
chr19	7828988	7829067	chr8
chr19	7829168	7833258	chr8
chr19	7833337	7834056	chr8
chr19	7834341	7834758	chr8
chr19	7835574	7835670	chr8
chr19	7835705	7835946	chr8
chr19	7841001	7841262	chr8
chr19	7841329	7841541	chr8
chr19	7844411	7844647	chr8
chr19	7844743	7845363	chr8
chr19	7845636	7846214	chr8
chr19	7846351	7846813	chr8
chr19	7847718	7848298	chr8
chr19	7848314	7848445	chr8
chr19	7848732	7850285	chr8
chr19	7850319	7850780	chr8
chr19	7850841	7850945	chr8
chr19	7851224	7852810	chr8
chr19	7852856	7854001	chr8
chr19	7855817	7856081	chr8
chr19	7856173	7857792	chr8
chr19	7857891	7858420	chr8
chr19	7860226	7860814	chr8
chr19	7860879	7861116	chr8
chr19	7861256	7862539	chr8
chr19	7862642	7862711	chr8
chr19	7862832	7865623	chr8
chr19	7866885	7867049	chr8
chr19	7868366	7868564	chr2
chr19	7868565	7869564	chr8
chr19	7869693	7870051	chr8
chr19	7870055	7870684	chr8
chr19	7870685	7873131	chr8
chr19	7873132	7874838	chr8
chr19	7874948	7875153	chr8
chr19	7878637	7879652	chr4
chr19	7879653	7879827	chr4
chr19	7879828	7879945	chr4
chr19	7879946	7880039	chr4
chr19	7880040	7880136	chr4
chr19	7880137	7880234	chr4
chr19	7885399	7885709	chr8
chr19	7888393	7889081	chr8
chr19	7891277	7891532	chr8
chr19	7893182	7893517	chr8
chr19	7894580	7895747	chr8
chr19	7898637	7901734	chr8
chr19	7902781	7906462	chr8
chr19	7908494	7914949	chr8
chr19	7915899	7918173	chr8
chr19	7918653	7919322	chr8
chr19	7920048	7921047	chr8
chr19	7921123	7923373	chr8
chr19	7923374	7927837	chr8
chr19	7928072	7928750	chr8
chr19	7928783	7929396	chr8
chr19	7931118	7931423	chr8
chr19	7931725	7934278	chr8
chr19	7934358	7934542	chr8
chr19	7935061	7935175	chr8
chr19	7937991	7938344	chr8
chr19	7940455	7941252	chr8
chr19	7941581	7942067	chr8
chr19	7942564	7942629	chr8
chr19	7943078	7943956	chr8
chr19	7944180	7944442	chr8
chr19	7958379	7961256	chr8
chr19	7961396	7963977	chr8
chr19	7964098	7964219	chr8
chr19	7965480	7966488	chr8
chr19	7967525	7968041	chr8
chr19	7968314	7968736	chr8
chr19	7969468	7969855	chr8
chr19	7971195	7971752	chr8
chr19	7973468	7974142	chr8
chr19	7975367	7975828	chr8
chr19	7981075	7981352	chr8
chr19	7991459	7991930	chr8
chr19	7993815	7994684	chr8
chr19	7994759	7994808	chr8
chr19	7994943	7995247	chr8
chr19	7996804	7997199	chr8
chr19	7997200	7997413	chr8
chr19	7997633	7998464	chr8
chr19	7999505	7999623	chr8
chr19	8000628	8000997	chr8
chr19	8001093	8001620	chr8
chr19	8001776	8001911	chr8
chr19	8002211	8003024	chr8
chr19	8003985	8006129	chr8
chr19	8008567	8008928	chr8
chr19	8046642	8046707	chr8
chr19	8046961	8047159	chr8
chr19	8049069	8049129	chr17
chr19	8049130	8049389	chr8
chr19	8050428	8051163	chr8
chr19	8052561	8053522	chr8
chr19	8053672	8054783	chr8
chr19	8055440	8056075	chr8
chr19	8056147	8056530	chr8
chr19	8057767	8058028	chr8
chr19	8062873	8063065	chr8
chr19	8065758	8066324	chr8
chr19	8068940	8069624	chr8
chr19	8072090	8072201	chr18
chr19	8073052	8073057	chr18
chr19	8073058	8073309	chr2
chr19	8075065	8075208	chr2
chr19	8075280	8075414	chr2
chr19	8080997	8080997	chr2
chr19	8080998	8081122	chr18
chr19	8081354	8081500	chr18
chr19	8083242	8083387	chr18
chr19	8085164	8085594	chr18
chr19	8085963	8086148	chr11
chr19	8086193	8086327	chr18
chr19	8086330	8086506	chr7
chr19	8087074	8087213	chr18
chr19	8087820	8087951	chr18
chr19	8088043	8088182	chr18
chr19	8088329	8088447	chr15
chr19	8088582	8088644	chr15
chr19	8088853	8089407	chr15
chr19	8089539	8089672	chr18
chr19	8089888	8089977	chr18
chr19	8090091	8090253	chr18
chr19	8091459	8091592	chr18
chr19	8094437	8094583	chr18
chr19	8095957	8096089	chr18
chr19	8096438	8096571	chr18
chr19	8096872	8097041	chr18
chr19	8097287	8097417	chr18
chr19	8100877	8100977	chr18
chr19	8102732	8102878	chr18
chr19	8103553	8103692	chr18
chr19	8106103	8106240	chr18
chr19	8108162	8108256	chr18
chr19	8109221	8109405	chr18
chr19	8109618	8109757	chr18
chr19	8110828	8110970	chr18
chr19	8111053	8111186	chr18
chr19	8111643	8111773	chr18
chr19	8111821	8111954	chr8
chr19	8111955	8112103	chr18
chr19	8115510	8115665	chr18
chr19	8116669	8116817	chr18
chr19	8117149	8117295	chr18
chr19	8117453	8117598	chr18
chr19	8118922	8119029	chr18
chr19	8121250	8121389	chr18
chr19	8123459	8123602	chr18
chr19	8123782	8124022	chr18
chr19	8125887	8126047	chr18
chr19	8126354	8126615	chr18
chr19	8126616	8126622	chr2
chr19	8126711	8126835	chr2
chr19	8129023	8129155	chr2
chr19	8129235	8129373	chr2
chr19	8131223	8131291	chr2
chr19	8131489	8131708	chr2
chr19	8131709	8131835	chr2
chr19	8132774	8132981	chr8
chr19	8132982	8133112	chr18
chr19	8133828	8133924	chr11
chr19	8135959	8136089	chr18
chr19	8136183	8136319	chr18
chr19	8136383	8136526	chr18
chr19	8136811	8136897	chr10
chr19	8136898	8137208	chr10
chr19	8137209	8137301	chr10
chr19	8138385	8138571	chr18
chr19	8141450	8141584	chr2
chr19	8141687	8141857	chr18
chr19	8141934	8141934	chr18
chr19	8141935	8142144	chr2
chr19	8144458	8145071	chr8
chr19	8145700	8145863	chr8
chr19	8145864	8146274	chr8
chr19	8146400	8147686	chr8
chr19	8148397	8148575	chr8
chr19	8148893	8149049	chr8
chr19	8149122	8149977	chr8
chr19	8150244	8150559	chr8
chr19	8154334	8154447	chr8
chr19	8154505	8154902	chr8
chr19	8154906	8155139	chr8
chr19	8173630	8173804	chr8
chr19	8174060	8174154	chr8
chr19	8174668	8175087	chr8
chr19	8175328	8175552	chr8
chr19	8192740	8192896	chr8
chr19	8193046	8193187	chr1
chr19	8193211	8193800	chr8
chr19	8251052	8251258	chr8
chr19	8253144	8253455	chr8
chr19	8253887	8254020	chr8
chr19	8254449	8255219	chr8
chr19	8255487	8255899	chr8
chr19	8256030	8256107	chr8
chr19	8256113	8256316	chr8
chr19	8256392	8258256	chr8
chr19	8260972	8261106	chr8
chr19	8261325	8262609	chr8
chr19	8262715	8262838	chr8
chr19	8301648	8303096	chr17
chr19	8303715	8304503	chr17
chr19	8304895	8305431	chr17
chr19	8306066	8307302	chr17
chr19	8307337	8307374	chr17
chr19	8307660	8308472	chr17
chr19	8309312	8309487	chr17
chr19	8309493	8309781	chr17
chr19	8311390	8311643	chr17
chr19	8311694	8311912	chr17
chr19	8316438	8317272	chr17
chr19	8318971	8319041	chr17
chr19	8320536	8320798	chr17
chr19	8320803	8321019	chr17
chr19	8321227	8321746	chr17
chr19	8321943	8322687	chr17
chr19	8324423	8325112	chr17
chr19	8332992	8336136	chr17
chr19	8337536	8338422	chr17
chr19	8340001	8340100	chr17
chr19	8340393	8341578	chr17
chr19	8341579	8341788	chr17
chr19	8341995	8343668	chr17
chr19	8344061	8344137	chr17
chr19	8345722	8345912	chr18
chr19	8345916	8346048	chr14
chr19	8346049	8346799	chr18
chr19	8346814	8346924	chr1
chr19	8346974	8347034	chr12
chr19	8347046	8347103	chr12
chr19	8347104	8347314	chr18
chr19	8347634	8347763	chr18
chr19	8352426	8352712	chr17
chr19	8355981	8356089	chr17
chr19	8360349	8360435	chr17
chr19	8361705	8361885	chr17
chr19	8361900	8362559	chr17
chr19	8363088	8363356	chr17
chr19	8364051	8364646	chr17
chr19	8365854	8366822	chr17
chr19	8367000	8367720	chr17
chr19	8368853	8369383	chr17
chr19	8370905	8371701	chr17
chr19	8373577	8374495	chr17
chr19	8389867	8390887	chr17
chr19	8391220	8391640	chr17
chr19	8391699	8392684	chr17
chr19	8392896	8394205	chr17
chr19	8396147	8396889	chr17
chr19	8397645	8398131	chr17
chr19	8398315	8398790	chr17
chr19	8399378	8400554	chr17
chr19	8401824	8402595	chr17
chr19	8403028	8403135	chr17
chr19	8403337	8403559	chr17
chr19	8403560	8404527	chr17
chr19	8404603	8404943	chr17
chr19	8413068	8413911	chr17
chr19	8417069	8417285	chr17
chr19	8418129	8418468	chr17
chr19	8418835	8419233	chr17
chr19	8421716	8422158	chr17
chr19	8423361	8423518	chr17
chr19	8424075	8424372	chr17
chr19	8426270	8427081	chr17
chr19	8427243	8427331	chr17
chr19	8428952	8429095	chr17
chr19	8430558	8431228	chr17
chr19	8434392	8434666	chr17
chr19	8438066	8439080	chr17
chr19	8440730	8441815	chr17
chr19	8441834	8442521	chr17
chr19	8444855	8445957	chr17
chr19	8445963	8446085	chr17
chr19	8446936	8446972	chr17
chr19	8446974	8447307	chr17
chr19	8449088	8449544	chr17
chr19	8449689	8449833	chr17
chr19	8449973	8450460	chr17
chr19	8452338	8452497	chr17
chr19	8455278	8457719	chr17
chr19	8457807	8458241	chr17
chr19	8458295	8458939	chr17
chr19	8459230	8459455	chr17
chr19	8459901	8463700	chr17
chr19	8464800	8465244	chr17
chr19	8465294	8465977	chr17
chr19	8465978	8466549	chr17
chr19	8466937	8467715	chr17
chr19	8468055	8468501	chr17
chr19	8468502	8468667	chr17
chr19	8468679	8469010	chr17
chr19	8469036	8469098	chr17
chr19	8470038	8470283	chr17
chr19	8471103	8471893	chr17
chr19	8472178	8472389	chr17
chr19	8473488	8474291	chr17
chr19	8478393	8478490	chr5
chr19	8479376	8479466	chr17
